"cluster_id",x,y,z
1,"-28.5135","21.5135","-15.0513"
1,"-28.6369","15.6043","-24.3325"
1,"-28.9135","16.8143","-1.80472"
1,"-29.78","19.3618","-16.5284"
1,"-29.8285","18.8084","-14.8613"
1,"-3.04084","-7.85774","-1.13601"
1,"-3.13866","37.9059","-6.54755"
0,"-11.4655","7.36759","58.0409"
1,"-3.2713","35.3418","-9.93265"
1,"-3.40118","7.85244","2.95136"
1,"-3.55271","13.5677","38.6799"
1,"-3.63719","24.5649","5.46676"
1,"-3.70141","4.757","-1.75937"
1,"-30.1189","20.42","-14.8668"
1,"-30.2325","35.1675","-28.4547"
1,"-30.6283","20.8285","-16.3124"
1,"-30.7324","35.3213","-26.8409"
1,"-30.8111","19.2985","-13.4732"
0,"-11.5327","-11.7338","40.7872"
1,"-30.8931","0.477472","3.70776"
1,"-30.906","16.9463","-14.1553"
1,"-30.9143","19.873","-15.8029"
1,"-31.0002","15.0441","-16.878"
1,"-31.0673","17.9327","-15.9742"
1,"-31.1516","18.6266","-17.4294"
1,"-31.1914","36.0376","-26.9802"
1,"-31.4041","17.5623","-22.8231"
1,"-31.6093","18.9969","-15.0851"
1,"-31.6202","37.9308","-28.6464"
0,"-11.557","-31.8665","56.8516"
1,"-31.7612","20.1498","-17.1912"
1,"-32.3096","20.2861","-14.0741"
1,"-32.3149","-0.349136","4.66691"
1,"-32.3756","16.0118","-16.8223"
1,"-32.459","19.0514","-16.278"
1,"-32.6306","18.4186","-13.8953"
1,"-33.3114","42.2907","-1.9062"
1,"-33.3394","20.6866","-16.665"
1,"-33.6913","19.5434","-15.1731"
1,"-35.2682","-2.39213","-50.4246"
0,"-0.34551","7.36763","51.0113"
0,"-11.5925","16.0313","39.1906"
1,"-37.454","35.2344","33.1194"
1,"-38.2147","4.28618","-29.5868"
1,"-38.5069","4.41524","-30.1605"
1,"-38.6097","-5.08622","-49.9603"
1,"-38.6498","-15.4242","17.8843"
1,"-39.0522","2.14142","-15.5691"
1,"-39.123","-1.08223","-16.6139"
1,"-39.4855","0.135587","-7.93008"
1,"-39.6494","-3.76726","-19.3696"
1,"-39.7383","-3.20293","-53.3598"
0,"-11.6912","-33.8595","55.932"
1,"-39.8373","-5.77476","-20.18"
1,"-39.9858","5.73864","15.4967"
1,"-4.098","40.1458","-3.60723"
1,"-4.18666","-28.674","-2.07794"
1,"-4.48523","17.7319","-9.43425"
1,"-4.54135","-34.2743","17.9687"
1,"-4.6823","-15.2427","24.8703"
1,"-4.84617","-37.9791","22.3493"
1,"-40.6088","-3.40183","-17.3861"
1,"-40.8092","6.13768","22.8576"
0,"-11.7244","-39.4355","-1.35827"
1,"-40.976","-4.03046","-20.4818"
1,"-41.2135","-2.79084","-19.1814"
1,"-42.609","6.65608","14.4849"
1,"-43.1397","-3.57406","-19.9041"
1,"-43.2856","5.73434","16.1588"
1,"-43.343","6.29508","17.5426"
1,"-47.4697","5.21671","15.3253"
1,"-47.9892","-0.554554","-6.2275"
1,"-5.2394","-35.1666","16.3918"
1,"-5.56465","-3.4509","14.6937"
0,"-11.7278","-37.0265","17.691"
1,"-6.01246","41.8121","-7.8104"
1,"-6.0154","41.8411","-7.8222"
1,"-6.06396","-11.4161","17.9344"
1,"-6.18388","-43.1834","12.1501"
1,"-6.19302","-17.9653","7.7186"
1,"-6.24626","-5.02809","25.0266"
1,"-6.36966","14.8197","10.4572"
1,"-6.67347","27.9766","6.24476"
1,"-6.75576","27.5339","-9.34386"
1,"-7.0982","-14.7141","21.7683"
0,"-11.8761","26.2203","-31.1121"
1,"-7.18205","-5.0557","13.1112"
1,"-7.26226","-5.3489","25.9767"
1,"-7.57696","-30.1447","17.4622"
1,"-7.71377","-6.26795","11.1322"
1,"-7.99594","43.6467","28.0366"
1,"-8.14905","-41.3534","25.0662"
1,"-8.17158","24.1828","-5.22423"
1,"-8.25675","-26.6856","-54.0606"
1,"-8.32218","-34.3084","15.2779"
1,"-8.33639","1.66196","-7.37128"
0,"-11.9131","-19.9157","-3.22061"
1,"-8.37067","44.55","27.0321"
1,"-8.76646","-41.7752","13.1568"
1,"-9.09446","-39.9564","18.8707"
1,"-9.23075","-30.3265","15.327"
1,"-9.3562","4.76019","19.8812"
1,"-9.42969","11.1258","1.80834"
1,"-9.47755","33.2276","3.78369"
1,"-9.64152","-7.22706","16.1885"
1,"-9.65859","29.581","-22.6331"
1,"-9.66796","-44.096","23.2405"
0,"-11.9372","-32.7902","56.283"
1,"-9.77847","-7.22411","16.3888"
1,"-9.80802","-41.9542","25.6672"
1,"-9.81606","-35.5662","55.8141"
1,"-9.82603","-2.89024","16.1687"
1,"0.102272","-38.295","13.14"
1,"0.109535","10.4262","17.1169"
1,"0.122833","37.2618","-7.90793"
1,"0.75538","9.93018","17.0424"
1,"0.84309","20.9284","-20.7667"
1,"0.858302","-13.0495","22.6168"
0,"-11.9489","-35.073","21.4066"
1,"0.888407","-4.76832","-62.087"
1,"0.949284","-0.521793","26.8792"
1,"1.08889","42.299","-7.00059"
1,"1.10751","7.41374","61.8371"
1,"1.11737","-5.19531","1.05047"
1,"1.13854","-6.97513","5.79269"
1,"1.14779","-4.57228","-0.975917"
1,"1.15755","-0.343726","26.6099"
1,"1.20149","-25.2203","6.99355"
1,"1.20513","-14.1248","30.1492"
0,"-12.0992","16.9213","51.0949"
1,"1.30802","6.05352","11.6905"
1,"1.36363","-10.9434","10.3757"
1,"1.38648","-15.3817","25.1319"
1,"1.39358","11.8113","42.2151"
1,"1.43618","44.8416","-8.86645"
1,"1.53423","-6.63376","-0.097975"
1,"1.60324","-5.96544","23.1051"
1,"1.84511","46.4414","-10.4475"
1,"1.98231","20.4619","7.3103"
1,"10.0351","-14.5205","3.13726"
0,"-12.1804","-26.281","-22.9629"
1,"10.0629","-40.504","-25.6396"
1,"10.1677","-13.8719","1.36177"
1,"10.2534","-2.88225","-18.0033"
1,"10.5206","-4.70922","-1.06454"
1,"10.5922","-44.6783","-23.5095"
1,"10.6135","-40.6963","-23.7225"
1,"10.6212","-41.985","-22.7653"
1,"10.7639","-9.5621","14.9068"
1,"10.9569","-43.6881","-26.6318"
1,"11.047","-44.7057","-25.019"
0,"-0.355976","12.34","43.3834"
0,"-12.1834","12.5527","57.1143"
1,"11.0489","-41.356","-27.1595"
1,"11.1153","45.6715","-5.89457"
1,"11.2757","-7.68354","10.4722"
1,"11.4897","43.0009","-12.2984"
1,"11.6236","-7.63518","23.0014"
1,"11.6693","14.623","-15.7181"
1,"11.6702","-40.965","-24.9652"
1,"11.6716","26.6721","-0.571861"
1,"11.7629","26.6922","0.72796"
1,"11.8156","-14.8685","5.34098"
0,"-12.1926","3.62181","48.4385"
1,"12.0186","26.1851","-1.76753"
1,"12.0297","-14.1184","19.5753"
1,"12.1461","-43.7273","-25.2597"
1,"12.1477","-42.1228","-25.9532"
1,"12.2661","-8.89584","14.3051"
1,"12.3279","-13.3868","18.9398"
1,"12.4092","-3.37099","19.6653"
1,"12.4951","2.01501","8.25251"
1,"12.5868","2.66719","8.16819"
1,"12.5995","16.9875","48.7519"
0,"-12.2984","8.23786","53.4986"
1,"12.6378","7.62066","25.2459"
1,"12.6639","11.7679","7.87713"
1,"12.6995","7.75218","8.16543"
1,"12.7326","13.6609","45.6004"
1,"12.8566","-22.7052","46.9445"
1,"12.8973","-25.9071","41.8041"
1,"12.976","-20.0737","45.8983"
1,"13.0602","-24.1031","23.1797"
1,"13.1706","25.5767","0.639383"
1,"13.1759","-16.2579","14.4877"
0,"-12.4095","6.83113","46.4355"
1,"13.3534","21.4197","47.7154"
1,"13.3548","14.0506","16.2935"
1,"13.5261","-14.5019","26.4311"
1,"13.5993","-22.1255","44.1278"
1,"13.6486","1.53599","18.3457"
1,"13.6532","3.81122","24.6102"
1,"13.6935","-23.5412","23.1847"
1,"13.9274","-12.3489","19.7619"
1,"13.9774","0.195146","17.8897"
1,"13.9908","-2.79406","12.6275"
0,"-12.414","-16.2586","-19.9485"
1,"14.1274","-4.50711","6.81505"
1,"14.2419","-25.1796","46.2603"
1,"14.2515","-10.0882","15.027"
1,"14.3086","-19.2507","-22.5102"
1,"14.5237","45.4449","-5.72204"
1,"14.7722","-0.505057","32.7205"
1,"14.9079","-26.891","-18.9937"
1,"14.9107","-15.4313","3.48698"
1,"15.0849","-12.2096","19.9935"
1,"15.1858","-7.85722","24.3102"
0,"-12.4459","10.8554","55.2652"
1,"15.1941","-18.7477","46.0113"
1,"15.2585","-31.0424","-21.2801"
1,"15.2811","43.144","-9.52903"
1,"15.3108","42.8539","-4.13348"
1,"15.3121","-14.9454","26.8137"
1,"15.3182","-6.63295","26.0731"
1,"15.4122","-6.97904","26.9818"
1,"15.4131","-22.8427","46.1701"
1,"15.6784","-12.7713","-0.0174924"
1,"15.7004","44.8925","-8.77616"
0,"-12.4891","5.42125","52.0036"
1,"15.7075","19.5453","43.3296"
1,"15.8391","-24.546","-10.8474"
1,"15.8436","7.94258","20.6535"
1,"15.9255","40.3842","-8.0028"
1,"16.1237","-1.30289","24.2961"
1,"16.316","8.37823","13.0405"
1,"16.4864","44.0933","5.00144"
1,"16.6357","-27.2133","47.0109"
1,"16.6415","-20.8945","14.3679"
1,"16.648","-7.83518","-8.95688"
0,"-12.4988","12.9974","49.6493"
1,"16.8236","-30.2878","-11.3848"
1,"16.8385","-4.23715","-0.343233"
1,"16.8715","-13.8295","9.81753"
1,"16.9101","-29.8482","10.819"
1,"17.1197","-0.752491","12.6736"
1,"17.1458","0.519394","-21.467"
1,"17.1632","39.3843","-7.94193"
1,"17.1986","-0.459058","12.6726"
1,"17.2049","43.5753","-11.6663"
1,"17.3013","-28.6337","11.4258"
0,"-12.615","10.4156","49.1114"
1,"17.318","18.2675","52.3951"
1,"17.4388","-2.36762","-22.7075"
1,"17.6012","-2.57332","8.32409"
1,"17.7843","9.76685","43.4954"
1,"17.8442","-27.0718","22.2676"
1,"17.9527","-14.8504","19.2115"
1,"17.9687","-19.1162","12.0425"
1,"18.076","9.0084","-10.9701"
1,"18.1671","1.25455","-14.6103"
1,"18.3203","-24.1576","46.7488"
0,"-12.6306","20.289","-5.57489"
1,"18.3262","6.5778","-11.2304"
1,"18.3524","-41.1421","-18.4497"
1,"18.5021","-17.5239","20.6506"
1,"18.5202","5.68368","-11.1215"
1,"18.7002","5.96289","-11.6858"
1,"18.8192","16.599","46.306"
1,"18.8345","10.7738","4.35542"
1,"18.8504","-0.437543","23.0656"
1,"18.9943","-16.1179","22.8194"
1,"19.0092","5.10848","5.00397"
0,"-0.359377","5.63127","55.2797"
0,"-12.642","-33.5428","53.3395"
1,"19.0584","-0.358484","22.7731"
1,"19.2406","-12.9541","45.8088"
1,"19.267","-35.7068","-14.2162"
1,"19.3504","-2.59068","-18.3978"
1,"19.4717","-19.3518","47.2428"
1,"19.7375","-13.325","-12.7126"
1,"19.9308","-14.4084","28.4506"
1,"19.9323","-18.7416","-21.7274"
1,"19.9509","17.9874","14.3752"
1,"19.9587","-28.7434","10.4712"
0,"-12.7119","-32.9671","-18.3105"
1,"2.18501","-14.9808","29.922"
1,"2.40182","24.738","-11.1031"
1,"2.53038","-4.13534","-56.3111"
1,"2.56302","10.7664","4.40118"
1,"2.62388","-18.1865","5.58695"
1,"2.98299","-15.4686","30.4094"
1,"20.1891","29.9492","0.42674"
1,"20.2464","-22.2066","20.8404"
1,"20.2513","-2.14166","-11.4423"
1,"20.3134","42.9943","-12.0252"
0,"-13.1091","-2.12971","14.408"
1,"20.332","5.75431","2.16583"
1,"20.3392","-24.1896","14.8017"
1,"20.3679","30.5666","1.17849"
1,"20.4923","10.9668","11.4938"
1,"20.504","-8.09316","4.70597"
1,"20.5126","-26.4283","49.0723"
1,"20.5134","-18.7851","5.36942"
1,"20.5572","21.4117","14.2869"
1,"20.5942","19.4792","-7.26863"
1,"20.7918","12.0033","5.31338"
0,"-13.1699","11.3105","4.37871"
1,"20.9211","41.5108","-9.48044"
1,"21.1068","-14.1659","16.0286"
1,"21.2136","-24.2075","22.7219"
1,"21.2341","-3.4411","13.4129"
1,"21.2766","3.82359","-20.5291"
1,"21.2945","-3.11008","14.9884"
1,"21.6311","-19.3149","24.987"
1,"21.7702","-15.6754","5.35567"
1,"21.804","-9.16876","9.32072"
1,"21.831","-29.8266","16.5208"
0,"-13.1876","12.1649","56.2835"
1,"21.9403","3.00524","20.7994"
1,"21.9561","22.2208","12.4102"
1,"22.0109","2.22246","20.066"
1,"22.0172","9.3915","12.566"
1,"22.0214","-8.25145","-0.0214207"
1,"22.0507","-20.7877","-24.7157"
1,"22.1296","-23.4159","-15.5836"
1,"22.2292","-2.06769","35.672"
1,"22.2313","-12.5336","-20.9919"
1,"22.2321","-17.0729","5.66841"
0,"-13.2001","-34.5272","13.3169"
1,"22.2363","-8.2027","19.2662"
1,"22.2375","-68.0519","14.8824"
1,"22.2406","-27.6107","-14.7954"
1,"22.2778","14.1518","-17.7626"
1,"22.3391","7.4437","26.2101"
1,"22.4294","-34.8006","-18.5105"
1,"22.5369","6.78834","-7.02875"
1,"22.5554","-24.4192","11.087"
1,"22.5589","8.84613","12.5615"
1,"22.685","20.0231","-6.36896"
0,"-13.3273","-38.2609","21.9288"
1,"22.9588","-16.5354","5.5032"
1,"22.9601","-17.3182","8.78703"
1,"23.0136","40.4902","-3.6907"
1,"23.1715","5.88772","25.9858"
1,"23.1795","20.1069","42.0059"
1,"23.215","-24.8335","2.68893"
1,"23.2226","-20.4912","-8.39823"
1,"23.2284","24.0007","6.95129"
1,"23.3359","-8.66141","-21.6522"
1,"23.3501","-8.31719","-17.6678"
0,"-13.4197","-31.9001","22.0168"
1,"23.3926","-24.2585","-13.3018"
1,"23.4091","-4.47758","-7.93278"
1,"23.611","1.89724","-5.03816"
1,"23.7332","-16.3233","12.2141"
1,"23.7442","23.6234","8.64918"
1,"23.7647","24.1781","6.47588"
1,"23.783","-65.7549","12.0773"
1,"23.8872","3.77935","-43.9192"
1,"23.8879","24.3957","7.30899"
1,"23.9182","-7.44936","-10.4139"
0,"-13.6213","20.8799","-32.7436"
1,"23.9344","1.91601","11.436"
1,"23.9403","-0.214282","26.9044"
1,"23.9593","23.6973","7.16064"
1,"24.0368","-25.3416","-1.93376"
1,"24.3956","9.01063","25.0552"
1,"24.6292","-3.39876","18.6599"
1,"24.6762","-8.93547","-11.322"
1,"24.7249","7.67744","11.6352"
1,"24.8205","35.4979","7.70707"
1,"24.9824","-2.62791","4.04237"
0,"-13.7725","6.07804","24.1424"
1,"25.0013","3.50341","14.191"
1,"25.1762","-18.6309","21.599"
1,"25.1947","-15.4517","4.08428"
1,"25.2888","-23.0114","-22.0975"
1,"25.3834","-27.8553","-8.67146"
1,"25.5181","23.9994","7.30686"
1,"25.5588","26.119","-0.585985"
1,"25.6038","23.8591","26.8284"
1,"25.6905","-14.6344","10.755"
1,"25.7132","-18.2828","16.7555"
0,"-0.396813","2.48296","-24.1687"
0,"-13.7789","-40.3284","18.6367"
1,"25.7439","-30.1474","-16.9724"
1,"25.9884","11.5904","16.8892"
1,"26.0137","4.5244","-10.8667"
1,"26.1542","-4.6743","5.16295"
1,"26.1655","-4.9843","-23.1717"
1,"26.3534","-17.4582","16.9261"
1,"26.3706","12.4808","17.7332"
1,"26.4445","11.6652","18.2624"
1,"26.4567","-14.8479","9.64137"
1,"26.49","6.25726","-19.8034"
0,"-13.8433","5.29797","22.3943"
1,"26.6267","-11.8711","26.0769"
1,"26.7086","-67.6754","4.40214"
1,"26.8122","-15.3184","9.77765"
1,"26.8392","-18.9187","46.2364"
1,"26.8887","-11.7017","-8.39104"
1,"26.8993","-16.8126","-20.2884"
1,"26.9062","12.9711","8.3132"
1,"27.0337","12.149","17.6087"
1,"27.2141","-67.0833","3.5627"
1,"27.232","-7.33865","28.99"
0,"-13.8997","14.5253","45.8134"
1,"27.3134","-12.0792","6.25186"
1,"27.4014","-5.44977","6.27998"
1,"27.4362","-24.742","-17.695"
1,"27.4392","1.35051","-12.4471"
1,"27.5314","-20.0718","-25.4801"
1,"27.5328","-29.0263","-12.7288"
1,"27.7088","5.99081","-15.7496"
1,"28.0302","-2.56109","2.32477"
1,"28.0415","-36.2659","-12.7512"
1,"28.0487","-67.7344","4.33426"
0,"-14.0147","4.941","17.7406"
1,"28.1252","-25.7251","18.9037"
1,"28.1898","-6.64594","-3.04974"
1,"28.3689","-28.9335","-12.5339"
1,"28.4738","-18.7166","-13.439"
1,"28.4921","-19.6881","-19.6162"
1,"28.5076","-17.4775","14.4892"
1,"28.5379","-0.874412","-22.9196"
1,"28.5599","26.0388","0.171818"
1,"28.6995","-25.4643","18.9207"
1,"28.7552","-23.5013","-16.1613"
0,"-14.0509","12.9054","43.9977"
1,"28.8535","-6.52381","-24.1242"
1,"28.9067","20.0499","-21.6582"
1,"29.0497","25.2699","0.365433"
1,"29.0899","-27.0226","19.5923"
1,"29.2886","7.40648","-21.407"
1,"29.347","2.38011","19.5338"
1,"29.4006","-4.52382","12.8555"
1,"29.4695","2.79895","5.30149"
1,"29.5182","-19.9986","-0.633798"
1,"29.6717","-5.33386","12.0327"
0,"-14.0655","-16.0982","-4.10223"
1,"29.71","-12.4343","13.6073"
1,"29.8109","-14.6987","-7.78097"
1,"29.8578","-19.737","-27.1053"
1,"29.9566","23.1112","2.80319"
1,"3.19075","-5.06609","-0.507253"
1,"3.23541","2.53253","-0.635711"
1,"3.41622","-14.5961","-3.68882"
1,"3.44827","38.6624","-7.54795"
1,"3.65164","-21.4124","16.3728"
1,"3.67183","72.7034","-0.448896"
0,"-14.1457","10.634","52.7337"
1,"3.73566","-2.59179","11.3498"
1,"3.88823","-6.84691","-44.2467"
1,"3.91506","-3.5006","14.0161"
1,"30.1176","-16.8498","-8.01961"
1,"30.3006","28.1979","0.632411"
1,"30.3999","31.4203","-0.814983"
1,"30.4003","24.774","-0.387536"
1,"30.4275","3.44679","5.84717"
1,"30.7036","31.1474","-0.609473"
1,"30.7962","4.33537","18.4909"
0,"-14.2566","13.6176","53.4931"
1,"30.8047","8.50194","-4.36052"
1,"30.8251","8.42715","9.4168"
1,"30.8318","-24.6417","20.3069"
1,"30.9314","3.56168","5.97241"
1,"31.2828","-21.6808","-13.5864"
1,"31.298","8.86317","9.31317"
1,"31.3009","2.37449","-5.06424"
1,"31.4582","-26.1568","-23.3831"
1,"31.5458","-11.995","-8.79951"
1,"31.6722","-20.1791","-19.717"
0,"-14.2692","12.2024","54.9269"
1,"31.6897","4.86853","16.2099"
1,"31.8839","-31.5417","-8.86049"
1,"32.1732","-23.9919","-16.5989"
1,"32.2447","-6.00985","19.9766"
1,"32.6444","48.791","14.9905"
1,"32.7114","25.5215","8.04998"
1,"32.7392","-27.1633","-13.845"
1,"32.7609","3.73704","-3.91951"
1,"32.8015","-12.798","-16.4565"
1,"32.8203","5.72007","18.8993"
0,"-14.2876","12.2815","54.1933"
1,"32.948","-10.2556","-19.6064"
1,"32.9572","-4.30448","-13.3773"
1,"33.2759","-24.7082","-24.6016"
1,"33.3432","-26.0462","5.03745"
1,"33.5635","-29.2541","-11.1381"
1,"33.5772","28.196","4.5137"
1,"33.8583","-23.542","-25.3951"
1,"34.0807","27.4239","4.68766"
1,"34.3683","18.5863","17.6736"
1,"34.5194","-1.10832","-33.0322"
0,"-0.426052","13.5844","46.8298"
0,"-14.3606","22.4794","46.8749"
1,"34.5515","-5.11578","10.7232"
1,"34.5819","21.5185","10.5287"
1,"34.5953","15.95","13.3817"
1,"34.605","21.9711","10.3027"
1,"34.7379","6.23576","8.19716"
1,"34.7595","12.4579","-9.35711"
1,"34.8183","-16.8894","-18.4017"
1,"34.9263","-25.2905","-7.84751"
1,"35.0489","-0.27918","13.5433"
1,"35.0794","22.9713","28.9893"
0,"-14.3658","11.5658","54.9293"
1,"35.1318","12.1799","-9.36691"
1,"35.1758","-21.7072","-12.4636"
1,"35.1807","27.7121","8.59517"
1,"35.5075","21.8345","-1.76286"
1,"35.8153","26.7576","6.47756"
1,"35.8735","5.77463","7.36079"
1,"35.9123","11.1807","14.7358"
1,"35.9127","13.9662","-8.56501"
1,"35.9186","6.26787","7.58419"
1,"36.1843","24.7535","7.84986"
0,"-14.4157","-17.5984","33.3751"
1,"36.3531","15.5734","0.076052"
1,"36.4236","-15.3801","-14.2738"
1,"36.4956","-21.237","-11.499"
1,"36.7227","-17.6142","-19.726"
